# GLoBES neutrino oscillation simulation
# --------------------------------------
#
# Run started on Thu Oct 17 21:09:58 2019
#
# Command line:   ./nu -f 4 -a PARAM_SCAN --no-ih -t M4_GAMMA=1,MA_OVER_M4=0.9, -p DM41,3.,6.,15,LOGSCALE -p Ue4,0.,0.3,30 -p Um4,0.,0.2,20 -e E776 -e ICARUS-2014 -e OPERA -e LSND_IVAN -e KARMEN_IVAN -e MB_JK -e DECAY_KINEMATICS -e FREE_STREAMING 
#
# NU_RANK and/or NU_SIZE not defined. Assuming no parallelization.
# Using NuSQuIDS probability engine. Majorana=0
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Using 4 flavor model
# Simulating the following experiments:
#   E776
#   ICARUS-2014
#   OPERA
#   LSND_IVAN
#   KARMEN_IVAN
#   MB_JK
#   DECAY_KINEMATICS
#   FREE_STREAMING
# Including the following AEDL files:
#   E776.glb (version 3.0.0)
#   icarus-2014.glb (version 3.0.0)
#   opera.glb (version 3.0.0)
#
# AEDL variables:
#
# External analysis routines included:
#   LSND (Ivan's code)
#   KARMEN (Ivan's code)
#   MiniBooNE (Joachim's code)
#   Beta decay kinematics
#   Cosmology (free-streaming constraint)
#
# True oscillation parameters (only nonzero params shown):
#   TH12 = 0.58678
#   TH13 = 0.149051
#   TH23 = 0.823795
#   DELTA_0 = 4.71239
#   DM21 = 7.4e-05
#   DM31 = 0.002494
#   MA_OVER_M4 = 0.9
#   M4_GAMMA = 1
# External priors:
#
# Miscellaneous options:
#   Constraint \eps^s = \eps^{d\dag}: NO
#   New reactor fluxes (1101.2663):   YES
#
# Parameter scan:
#         DM41,          3,          6,    15  0x1
#          Ue4,          0,        0.3,    30  0x0
#          Um4,          0,        0.2,    20  0x0
# Marginalizing over:
#   
# Prescan for degeneracy finding:
# Degfinder flags: 0x2
#
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Initializing Ivan's LSND code ...
# Initializing Ivan's KARMEN code ...
# Initializing external constraints code (beta decay/cosmo) ...
# Initializing Joachim's MiniBooNE code ...
# Flags in Joachim's MiniBooNE code: OSC_BG OSC_NORM OSC_NUMU 
# General parameter scan
#
#                  DM41             Ue4             Um4       chi2_NH          chi2_IH
                      3            0.16            0.02 2.854541129e+14           1e+50
                      3            0.16            0.03 2.139952089e+14           1e+50
                      3            0.16            0.04 1.569058113e+14           1e+50
                      3            0.16            0.05 1.125896741e+14           1e+50
                      3            0.16            0.06 7.912246341e+13           1e+50
                      3            0.16            0.07 5.449866182e+13           1e+50
                      3            0.16            0.08 3.682086344e+13           1e+50
                      3            0.16            0.09 2.441903144e+13           1e+50
                      3            0.16             0.1 1.590519507e+13           1e+50
                      3            0.16            0.11 1.017901411e+13           1e+50
                      3            0.16            0.12 6.402206434e+12           1e+50
                      3            0.16            0.13 3.957576049e+12           1e+50
                      3            0.16            0.14 2.404039568e+12           1e+50
                      3            0.16            0.15  1.43459418e+12           1e+50
                      3            0.16            0.16 8.406043568e+11           1e+50
                      3            0.16            0.17 4.833780737e+11           1e+50
                      3            0.16            0.18 2.726220654e+11           1e+50
                      3            0.16            0.19 1.507284333e+11           1e+50
                      3            0.16             0.2 8.167288894e+10           1e+50
                      3            0.17               0 6.090120039e+14           1e+50
                      3            0.17            0.01 4.846574901e+14           1e+50
                      3            0.17            0.02 3.780002974e+14           1e+50
                      3            0.17            0.03 2.889484872e+14           1e+50
                      3            0.17            0.04 2.165402922e+14           1e+50
                      3            0.17            0.05 1.591630276e+14           1e+50
                      3            0.17            0.06 1.148096699e+14           1e+50
                      3            0.17            0.07 8.132468646e+13           1e+50
                      3            0.17            0.08 5.660459594e+13           1e+50
                      3            0.17            0.09 3.873693195e+13           1e+50
                      3            0.17             0.1 2.607744387e+13           1e+50
                      3            0.17            0.11 1.727597633e+13           1e+50
                      3            0.17            0.12 1.126599361e+13           1e+50
                      3            0.17            0.13 7.232557159e+12           1e+50
                      3            0.17            0.14 4.570764238e+12           1e+50
                      3            0.17            0.15 2.842983071e+12           1e+50
                      3            0.17            0.16 1.739813186e+12           1e+50
                      3            0.17            0.17 1.047077158e+12           1e+50
                      3            0.17            0.18 6.194033297e+11           1e+50
                      3            0.17            0.19 3.599552245e+11           1e+50
                      3            0.17             0.2 2.053956927e+11           1e+50
                      3            0.18               0 7.710035481e+14           1e+50
                      3            0.18            0.01 6.214825057e+14           1e+50
                      3            0.18            0.02 4.919986036e+14           1e+50
                      3            0.18            0.03 3.825331805e+14           1e+50
                      3            0.18            0.04 2.921661793e+14           1e+50
                      3            0.18            0.05  2.19277832e+14           1e+50
                      3            0.18            0.06 1.617921127e+14           1e+50
                      3            0.18            0.07 1.174189463e+14           1e+50
                      3            0.18            0.08 8.386202055e+13           1e+50
                      3            0.18            0.09 5.897355174e+13           1e+50
                      3            0.18             0.1 4.085150882e+13           1e+50
                      3            0.18            0.11  2.78853023e+13           1e+50
                      3            0.18            0.12 1.876165976e+13           1e+50
                      3            0.18            0.13 1.244390436e+13           1e+50
                      3            0.18            0.14 8.136505619e+12           1e+50
                      3            0.18            0.15 5.244043589e+12           1e+50
                      3            0.18            0.16 3.330733572e+12           1e+50
                      3            0.18            0.17 2.084051956e+12           1e+50
                      3            0.18            0.18 1.284049837e+12           1e+50
                      3            0.18            0.19   7.7864964e+11           1e+50
                      3            0.18             0.2 4.644757221e+11           1e+50
                      3            0.19               0 9.645139623e+14           1e+50
                      3            0.19            0.01 7.863700407e+14           1e+50
                      3            0.19            0.02 6.307858067e+14           1e+50
                      3            0.19            0.03 4.978180945e+14           1e+50
                      3            0.19            0.04 3.865926751e+14           1e+50
                      3            0.19            0.05 2.954904921e+14           1e+50
                      3            0.19            0.06 2.223782853e+14           1e+50
                      3            0.19            0.07  1.64845484e+14           1e+50
                      3            0.19            0.08 1.204161036e+14           1e+50
                      3            0.19            0.09 8.671582282e+13           1e+50
                      3            0.19             0.1 6.158655972e+13           1e+50
                      3            0.19            0.11 4.315079064e+13           1e+50
                      3            0.19            0.12 2.983416798e+13           1e+50
                      3            0.19            0.13 2.035768682e+13           1e+50
                      3            0.19            0.14 1.371056043e+13           1e+50
                      3            0.19            0.15 9.113209083e+12           1e+50
                      3            0.19            0.16 5.977340425e+12           1e+50
                      3            0.19            0.17 3.867696449e+12           1e+50
                      3            0.19            0.18 2.468037783e+12           1e+50
                      3            0.19            0.19 1.552459924e+12           1e+50
                      3            0.19             0.2 9.621649536e+11           1e+50
                      3             0.2               0 1.193811044e+15           1e+50
                      3             0.2            0.01 9.832818634e+14           1e+50
                      3             0.2            0.02 7.980278112e+14           1e+50
                      3             0.2            0.03 6.381833735e+14           1e+50
                      3             0.2            0.04  5.02923675e+14           1e+50
                      3             0.2            0.05  3.90636886e+14           1e+50
                      3             0.2            0.06 2.991425689e+14           1e+50
                      3             0.2            0.07   2.2592219e+14           1e+50
                      3             0.2            0.08 1.683326623e+14           1e+50
                      3             0.2            0.09 1.237827271e+14           1e+50
                      3             0.2             0.1 8.986224721e+13           1e+50
                      3             0.2            0.11 6.442358155e+13           1e+50
                      3             0.2            0.12 4.562068266e+13           1e+50
                      3             0.2            0.13 3.191505349e+13           1e+50
                      3             0.2            0.14 2.205862342e+13           1e+50
                      3             0.2            0.15 1.506275798e+13           1e+50
                      3             0.2            0.16 1.016082707e+13           1e+50
                      3             0.2            0.17 6.769686687e+12           1e+50
                      3             0.2            0.18 4.453511018e+12           1e+50
                      3             0.2            0.19 2.891857912e+12           1e+50
                      3             0.2             0.2 1.852720841e+12           1e+50
                      3            0.21               0 1.463559326e+15           1e+50
                      3            0.21            0.01 1.216554824e+15           1e+50
                      3            0.21            0.02 9.977449072e+14           1e+50
                      3            0.21            0.03 8.073438604e+14           1e+50
                      3            0.21            0.04 6.445792407e+14           1e+50
                      3            0.21            0.05 5.078519156e+14           1e+50
                      3            0.21            0.06 3.949428229e+14           1e+50
                      3            0.21            0.07 3.032364987e+14           1e+50
                      3            0.21            0.08 2.299344284e+14           1e+50
                      3            0.21            0.09 1.722382103e+14           1e+50
                      3            0.21             0.1 1.274911071e+14           1e+50
                      3            0.21            0.11 9.327471442e+13           1e+50
                      3            0.21            0.12  6.74638197e+13           1e+50
                      3            0.21            0.13 4.824648252e+13           1e+50
                      3            0.21            0.14 3.411806744e+13           1e+50
                      3            0.21            0.15 2.385790512e+13           1e+50
                      3            0.21            0.16 1.649610735e+13           1e+50
                      3            0.21            0.17 1.127640183e+13           1e+50
                      3            0.21            0.18 7.619123402e+12           1e+50
                      3            0.21            0.19 5.086965826e+12           1e+50
                      3            0.21             0.2 3.354882954e+12           1e+50
                      3            0.22               0 1.778852474e+15           1e+50
                      3            0.22            0.01  1.49093104e+15           1e+50
                      3            0.22            0.02 1.234339818e+15           1e+50
                      3            0.22            0.03 1.009375077e+15           1e+50
                      3            0.22            0.04 8.153195498e+14           1e+50
                      3            0.22            0.05 6.505914179e+14           1e+50
                      3            0.22            0.06   5.1294024e+14           1e+50
                      3            0.22            0.07 3.996632246e+14           1e+50
                      3            0.22            0.08 3.078170378e+14           1e+50
                      3            0.22            0.09  2.34405679e+14           1e+50
                      3            0.22             0.1 1.765320756e+14           1e+50
                      3            0.22            0.11 1.315082482e+14           1e+50
                      3            0.22            0.12 9.692491851e+13           1e+50
                      3            0.22            0.13 7.068560792e+13           1e+50
                      3            0.22            0.14 5.101251977e+13           1e+50
                      3            0.22            0.15 3.643210057e+13           1e+50
                      3            0.22            0.16 2.574761958e+13           1e+50
                      3            0.22            0.17 1.800488538e+13           1e+50
                      3            0.22            0.18 1.245574891e+13           1e+50
                      3            0.22            0.19 8.522610433e+12           1e+50
                      3            0.22             0.2 5.765919219e+12           1e+50
                      3            0.23               0 2.145249189e+15           1e+50
                      3            0.23            0.01 1.811591358e+15           1e+50
                      3            0.23            0.02 1.512628824e+15           1e+50
                      3            0.23            0.03 1.248742087e+15           1e+50
                      3            0.23            0.04 1.019271557e+15           1e+50
                      3            0.23            0.05  8.22656645e+14           1e+50
                      3            0.23            0.06 6.566216457e+14           1e+50
                      3            0.23            0.07 5.183847113e+14           1e+50
                      3            0.23            0.08 4.048671521e+14           1e+50
                      3            0.23            0.09 3.128843553e+14           1e+50
                      3            0.23             0.1  2.39305482e+14           1e+50
                      3            0.23            0.11 1.811753912e+14           1e+50
                      3            0.23            0.12 1.357978248e+14           1e+50
                      3            0.23            0.13 1.007830969e+14           1e+50
                      3            0.23            0.14 7.406613096e+13           1e+50
                      3            0.23            0.15 5.390180795e+13           1e+50
                      3            0.23            0.16 3.884455506e+13           1e+50
                      3            0.23            0.17 2.771832044e+13           1e+50
                      3            0.23            0.18 1.958190578e+13           1e+50
                      3            0.23            0.19 1.369335862e+13           1e+50
                      3            0.23             0.2 9.475944372e+12           1e+50
                      3            0.24               0 2.568812983e+15           1e+50
                      3            0.24            0.01 2.184192468e+15           1e+50
                      3            0.24            0.02   1.8378763e+15           1e+50
                      3            0.24            0.03 1.530331553e+15           1e+50
                      3            0.24            0.04 1.260958641e+15           1e+50
                      3            0.24            0.05 1.028221553e+15           1e+50
                      3            0.24            0.06 8.298244551e+14           1e+50
                      3            0.24            0.07 6.629134922e+14           1e+50
